"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","561","login with invalid password @Regression,@Smoke","chromium","Thu Feb 19 07:08:22 UTC 2026","passed","Thu Feb 19 07:08:23 UTC 2026","Login tests","login.spec.ts","",""
"","898","Verify adding item to cart and cart badge update @Regression,@Smoke","chromium","Thu Feb 19 07:08:18 UTC 2026","passed","Thu Feb 19 07:08:18 UTC 2026","Home tests","home.spec.ts","",""
"","579","login with locked out user @Regression,@Smoke","chromium","Thu Feb 19 07:08:21 UTC 2026","passed","Thu Feb 19 07:08:21 UTC 2026","Login tests","login.spec.ts","",""
"","1079","Verifi removing item from cart and cart badge update @Regression,@Smoke","chromium","Thu Feb 19 07:08:18 UTC 2026","passed","Thu Feb 19 07:08:20 UTC 2026","Home tests","home.spec.ts","",""
"","521","login with empty credentials @Regression,@Smoke,@Sanity","chromium","Thu Feb 19 07:08:20 UTC 2026","passed","Thu Feb 19 07:08:21 UTC 2026","Login tests","login.spec.ts","",""
"","670","login with valid credentials @Regression,@Smoke,@Sanity","chromium","Thu Feb 19 07:08:20 UTC 2026","passed","Thu Feb 19 07:08:20 UTC 2026","Login tests","login.spec.ts","",""
"","554","login with invalid email and password @Regression,@Smoke","chromium","Thu Feb 19 07:08:23 UTC 2026","passed","Thu Feb 19 07:08:23 UTC 2026","Login tests","login.spec.ts","",""
"","743","Verify if all elements on home page are visible @Regression,@Smoke","chromium","Thu Feb 19 07:08:17 UTC 2026","passed","Thu Feb 19 07:08:18 UTC 2026","Home tests","home.spec.ts","",""
"","5603","Verify user can log out successfully @Regression,@Smoke","chromium","Thu Feb 19 07:08:37 UTC 2026","failed","Thu Feb 19 07:08:42 UTC 2026","Logout tests","logout.spec.ts","",""
"","545","login with invalid email @Regression,@Smoke","chromium","Thu Feb 19 07:08:21 UTC 2026","passed","Thu Feb 19 07:08:22 UTC 2026","Login tests","login.spec.ts","",""
"","1008","Verify home title and filter dropdown @Regression,@Smoke","chromium","Thu Feb 19 07:08:16 UTC 2026","passed","Thu Feb 19 07:08:17 UTC 2026","Home tests","home.spec.ts","",""
