"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","527","login with invalid password @Regression,@Smoke","chromium","Sun Feb 22 04:49:48 UTC 2026","passed","Sun Feb 22 04:49:49 UTC 2026","Login tests","login.spec.ts","",""
"","719","Verify home title and filter dropdown @Regression,@Smoke","chromium","Sun Feb 22 04:49:39 UTC 2026","passed","Sun Feb 22 04:49:39 UTC 2026","Home tests","home.spec.ts","",""
"","1021","Verifi removing item from cart and cart badge update @Regression,@Smoke","chromium","Sun Feb 22 04:49:41 UTC 2026","passed","Sun Feb 22 04:49:42 UTC 2026","Home tests","home.spec.ts","",""
"","529","should show error for invalid credentials","chromium","Sun Feb 22 04:49:44 UTC 2026","passed","Sun Feb 22 04:49:45 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","591","login with valid credentials @Regression,@Smoke,@Sanity","chromium","Sun Feb 22 04:49:46 UTC 2026","passed","Sun Feb 22 04:49:47 UTC 2026","Login tests","login.spec.ts","",""
"","513","login with invalid email and password @Regression,@Smoke","chromium","Sun Feb 22 04:49:49 UTC 2026","passed","Sun Feb 22 04:49:50 UTC 2026","Login tests","login.spec.ts","",""
"","514","login with locked out user @Regression,@Smoke","chromium","Sun Feb 22 04:49:47 UTC 2026","passed","Sun Feb 22 04:49:48 UTC 2026","Login tests","login.spec.ts","",""
"","495","login with empty credentials @Regression,@Smoke,@Sanity","chromium","Sun Feb 22 04:49:47 UTC 2026","passed","Sun Feb 22 04:49:47 UTC 2026","Login tests","login.spec.ts","",""
"","487","should show error when credentials are empty","chromium","Sun Feb 22 04:49:45 UTC 2026","passed","Sun Feb 22 04:49:45 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","532","should show error for locked_out_user","chromium","Sun Feb 22 04:49:43 UTC 2026","passed","Sun Feb 22 04:49:44 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","513","login with invalid email @Regression,@Smoke","chromium","Sun Feb 22 04:49:48 UTC 2026","passed","Sun Feb 22 04:49:48 UTC 2026","Login tests","login.spec.ts","",""
"","665","Verify if all elements on home page are visible @Regression,@Smoke","chromium","Sun Feb 22 04:49:40 UTC 2026","passed","Sun Feb 22 04:49:41 UTC 2026","Home tests","home.spec.ts","",""
"","835","Verify adding item to cart and cart badge update @Regression,@Smoke","chromium","Sun Feb 22 04:49:41 UTC 2026","passed","Sun Feb 22 04:49:41 UTC 2026","Home tests","home.spec.ts","",""
"","515","should show error when username is missing","chromium","Sun Feb 22 04:49:46 UTC 2026","passed","Sun Feb 22 04:49:46 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","1489","Verify user can log out successfully @Regression,@Smoke","chromium","Sun Feb 22 04:49:50 UTC 2026","passed","Sun Feb 22 04:49:51 UTC 2026","Logout tests","logout.spec.ts","",""
"","506","should show error when password is missing","chromium","Sun Feb 22 04:49:45 UTC 2026","passed","Sun Feb 22 04:49:46 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","507","should show error for invalid password","chromium","Sun Feb 22 04:49:44 UTC 2026","passed","Sun Feb 22 04:49:44 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","643","should successfully login with valid credentials","chromium","Sun Feb 22 04:49:42 UTC 2026","passed","Sun Feb 22 04:49:43 UTC 2026","","login_analysis.spec.ts","",""
