"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","680","Verify that the Sauce Labs Backpack product page displays correct information @Regression","chromium","Tue Feb 24 11:26:25 UTC 2026","passed","Tue Feb 24 11:26:26 UTC 2026","Sauce Labs Backpack tests","sauceLabsBackpack.spec.ts","",""
"","535","login with locked out user @Regression,@Smoke","chromium","Tue Feb 24 11:26:22 UTC 2026","passed","Tue Feb 24 11:26:22 UTC 2026","Login tests","login.spec.ts","",""
"","690","Verify if all elements on home page are visible @Regression,@Smoke","chromium","Tue Feb 24 11:26:14 UTC 2026","passed","Tue Feb 24 11:26:15 UTC 2026","Home tests","home.spec.ts","",""
"","695","Verify that the user can add the Sauce Labs Red T-Shirt to the cart @Regression","chromium","Tue Feb 24 11:26:37 UTC 2026","passed","Tue Feb 24 11:26:37 UTC 2026","Sauce Labs Red T-Shirt","sauceLabsRedTshirt.spec.ts","",""
"","691","Verify that the Sauce Labs Bike Light product page displays correct information @Regression","chromium","Tue Feb 24 11:26:27 UTC 2026","passed","Tue Feb 24 11:26:28 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","542","should show error when username is missing","chromium","Tue Feb 24 11:26:20 UTC 2026","passed","Tue Feb 24 11:26:20 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","547","should show error when password is missing","chromium","Tue Feb 24 11:26:19 UTC 2026","passed","Tue Feb 24 11:26:20 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","724","Verify that the user can add the Sauce Labs Fleece Jacket to the cart @Regression","chromium","Tue Feb 24 11:26:32 UTC 2026","passed","Tue Feb 24 11:26:33 UTC 2026","Sauce Labs Fleece Jacket","sauceLabsFleeceJacket.spec.ts","",""
"","677","Verify that the user can add the Sauce Labs Onesie to the cart @Regression","chromium","Tue Feb 24 11:26:35 UTC 2026","passed","Tue Feb 24 11:26:35 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","621","login with valid credentials @Regression,@Smoke,@Sanity","chromium","Tue Feb 24 11:26:20 UTC 2026","passed","Tue Feb 24 11:26:21 UTC 2026","Login tests","login.spec.ts","",""
"","702","Verify that the user can add the Sauce Labs Bike Light to the cart @Regression","chromium","Tue Feb 24 11:26:28 UTC 2026","passed","Tue Feb 24 11:26:29 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","710","Verify that the user can remove the Sauce Labs Onesie from the cart @Regression","chromium","Tue Feb 24 11:26:35 UTC 2026","passed","Tue Feb 24 11:26:36 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","662","Verify that the user can add the Sauce Labs Backpack to the cart @Regression","chromium","Tue Feb 24 11:26:26 UTC 2026","passed","Tue Feb 24 11:26:27 UTC 2026","Sauce Labs Backpack tests","sauceLabsBackpack.spec.ts","",""
"","532","should show error for invalid password","chromium","Tue Feb 24 11:26:18 UTC 2026","passed","Tue Feb 24 11:26:18 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","638","should successfully login with valid credentials","chromium","Tue Feb 24 11:26:16 UTC 2026","passed","Tue Feb 24 11:26:17 UTC 2026","","login_analysis.spec.ts","",""
