"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","448","login with locked out user @Regression,@Smoke","chromium","Tue Mar 03 08:43:35 UTC 2026","passed","Tue Mar 03 08:43:36 UTC 2026","Login tests","login.spec.ts","",""
"","587","Verify that the Sauce Labs Red T-Shirt product page displays correct information @Regression","chromium","Tue Mar 03 08:43:51 UTC 2026","passed","Tue Mar 03 08:43:52 UTC 2026","Sauce Labs Red T-Shirt","sauceLabsRedTshirt.spec.ts","",""
"","801","Verify adding item to cart and cart badge update @Regression,@Smoke","chromium","Tue Mar 03 08:43:29 UTC 2026","passed","Tue Mar 03 08:43:30 UTC 2026","Home tests","home.spec.ts","",""
"","437","should show error when password is missing","chromium","Tue Mar 03 08:43:33 UTC 2026","passed","Tue Mar 03 08:43:34 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","450","login with invalid email and password @Regression,@Smoke","chromium","Tue Mar 03 08:43:36 UTC 2026","passed","Tue Mar 03 08:43:37 UTC 2026","Login tests","login.spec.ts","",""
"","662","Verify that the user can navigate back to products page from the Sauce Labs Fleece Jacket product page @Regression","chromium","Tue Mar 03 08:43:48 UTC 2026","passed","Tue Mar 03 08:43:48 UTC 2026","Sauce Labs Fleece Jacket","sauceLabsFleeceJacket.spec.ts","",""
"","434","should show error when username is missing","chromium","Tue Mar 03 08:43:34 UTC 2026","passed","Tue Mar 03 08:43:34 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","552","Verify that the Sauce Labs Backpack product page displays correct information @Regression","chromium","Tue Mar 03 08:43:38 UTC 2026","passed","Tue Mar 03 08:43:39 UTC 2026","Sauce Labs Backpack tests","sauceLabsBackpack.spec.ts","",""
"","643","Verify that the user can remove the Sauce Labs Red T-Shirt from the cart @Regression","chromium","Tue Mar 03 08:43:52 UTC 2026","passed","Tue Mar 03 08:43:53 UTC 2026","Sauce Labs Red T-Shirt","sauceLabsRedTshirt.spec.ts","",""
"","602","Verify that the user can add the Sauce Labs Red T-Shirt to the cart @Regression","chromium","Tue Mar 03 08:43:52 UTC 2026","passed","Tue Mar 03 08:43:52 UTC 2026","Sauce Labs Red T-Shirt","sauceLabsRedTshirt.spec.ts","",""
"","991","Verifi removing item from cart and cart badge update @Regression,@Smoke","chromium","Tue Mar 03 08:43:30 UTC 2026","passed","Tue Mar 03 08:43:31 UTC 2026","Home tests","home.spec.ts","",""
"","600","should successfully login with valid credentials","chromium","Tue Mar 03 08:43:31 UTC 2026","passed","Tue Mar 03 08:43:31 UTC 2026","","login_analysis.spec.ts","",""
"","625","Verify that the user can add the Sauce Labs Fleece Jacket to the cart @Regression","chromium","Tue Mar 03 08:43:46 UTC 2026","passed","Tue Mar 03 08:43:47 UTC 2026","Sauce Labs Fleece Jacket","sauceLabsFleeceJacket.spec.ts","",""
"","636","Verify that the Sauce Labs Onesie product page displays correct information @Regression","chromium","Tue Mar 03 08:43:48 UTC 2026","passed","Tue Mar 03 08:43:49 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","625","Verify that the user can add the Sauce Labs Bike Light to the cart @Regression","chromium","Tue Mar 03 08:43:41 UTC 2026","passed","Tue Mar 03 08:43:42 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","537","login with valid credentials @Regression,@Smoke,@Sanity","chromium","Tue Mar 03 08:43:34 UTC 2026","passed","Tue Mar 03 08:43:35 UTC 2026","Login tests","login.spec.ts","",""
"","672","Verify that the user can navigate back to products page from the Sauce Labs Bike Light product page @Regression","chromium","Tue Mar 03 08:43:43 UTC 2026","passed","Tue Mar 03 08:43:43 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","452","login with invalid email @Regression,@Smoke","chromium","Tue Mar 03 08:43:36 UTC 2026","passed","Tue Mar 03 08:43:36 UTC 2026","Login tests","login.spec.ts","",""
"","643","Verify that the user can navigate back to the products page from the Sauce Labs Onesie product page @Regression","chromium","Tue Mar 03 08:43:50 UTC 2026","passed","Tue Mar 03 08:43:51 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","443","should show error for invalid credentials","chromium","Tue Mar 03 08:43:32 UTC 2026","passed","Tue Mar 03 08:43:33 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","577","Verify that the Sauce Labs Bolt T-shirt product page displays correct information @Regression","chromium","Tue Mar 03 08:43:43 UTC 2026","passed","Tue Mar 03 08:43:44 UTC 2026","Sauce Labs Bolt T-shirt","sauceLabsBoltTshirt.spec.ts","",""
"","1386","Verify user can log out successfully @Regression,@Smoke","chromium","Tue Mar 03 08:43:37 UTC 2026","passed","Tue Mar 03 08:43:38 UTC 2026","Logout tests","logout.spec.ts","",""
"","645","Verify that the user can remove the Sauce Labs Bike Light from the cart @Regression","chromium","Tue Mar 03 08:43:42 UTC 2026","passed","Tue Mar 03 08:43:43 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","603","Verify if all elements on home page are visible @Regression,@Smoke","chromium","Tue Mar 03 08:43:28 UTC 2026","passed","Tue Mar 03 08:43:29 UTC 2026","Home tests","home.spec.ts","",""
"","459","should show error for invalid password","chromium","Tue Mar 03 08:43:32 UTC 2026","passed","Tue Mar 03 08:43:32 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","734","Verify home title and filter dropdown @Regression,@Smoke","chromium","Tue Mar 03 08:43:26 UTC 2026","passed","Tue Mar 03 08:43:27 UTC 2026","Home tests","home.spec.ts","",""
"","626","Verify that the user can navigate back to the products page from the Sauce Labs Red T-Shirt product page @Regression","chromium","Tue Mar 03 08:43:53 UTC 2026","passed","Tue Mar 03 08:43:53 UTC 2026","Sauce Labs Red T-Shirt","sauceLabsRedTshirt.spec.ts","",""
"","593","Verify that the user can add the Sauce Labs Onesie to the cart @Regression","chromium","Tue Mar 03 08:43:49 UTC 2026","passed","Tue Mar 03 08:43:50 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","574","Verify that the user can add the Sauce Labs Bolt T-shirt to the cart @Regression","chromium","Tue Mar 03 08:43:44 UTC 2026","passed","Tue Mar 03 08:43:45 UTC 2026","Sauce Labs Bolt T-shirt","sauceLabsBoltTshirt.spec.ts","",""
"","421","login with empty credentials @Regression,@Smoke,@Sanity","chromium","Tue Mar 03 08:43:35 UTC 2026","passed","Tue Mar 03 08:43:35 UTC 2026","Login tests","login.spec.ts","",""
"","657","Verify that the user can remove the Sauce Labs Fleece Jacket from the cart @Regression","chromium","Tue Mar 03 08:43:47 UTC 2026","passed","Tue Mar 03 08:43:48 UTC 2026","Sauce Labs Fleece Jacket","sauceLabsFleeceJacket.spec.ts","",""
"","423","should show error when credentials are empty","chromium","Tue Mar 03 08:43:33 UTC 2026","passed","Tue Mar 03 08:43:33 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","592","Verify that the user can remove the Sauce Labs Backpack from the cart @Regression","chromium","Tue Mar 03 08:43:39 UTC 2026","passed","Tue Mar 03 08:43:40 UTC 2026","Sauce Labs Backpack tests","sauceLabsBackpack.spec.ts","",""
"","620","Verify that the user can remove the Sauce Labs Onesie from the cart @Regression","chromium","Tue Mar 03 08:43:50 UTC 2026","passed","Tue Mar 03 08:43:50 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","589","Verify that the Sauce Labs Fleece Jacket product page displays correct information @Regression","chromium","Tue Mar 03 08:43:46 UTC 2026","passed","Tue Mar 03 08:43:46 UTC 2026","Sauce Labs Fleece Jacket","sauceLabsFleeceJacket.spec.ts","",""
"","460","login with invalid password @Regression,@Smoke","chromium","Tue Mar 03 08:43:36 UTC 2026","passed","Tue Mar 03 08:43:36 UTC 2026","Login tests","login.spec.ts","",""
"","579","Verify that the user can add the Sauce Labs Backpack to the cart @Regression","chromium","Tue Mar 03 08:43:39 UTC 2026","passed","Tue Mar 03 08:43:39 UTC 2026","Sauce Labs Backpack tests","sauceLabsBackpack.spec.ts","",""
"","597","Verify that the Sauce Labs Bike Light product page displays correct information @Regression","chromium","Tue Mar 03 08:43:41 UTC 2026","passed","Tue Mar 03 08:43:41 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","640","Verify that the user can navigate back to the home page from the Sauce Labs Backpack product page @Regression","chromium","Tue Mar 03 08:43:40 UTC 2026","passed","Tue Mar 03 08:43:41 UTC 2026","Sauce Labs Backpack tests","sauceLabsBackpack.spec.ts","",""
"","660","Verify that the user can navigate back to products page from the Sauce Labs Bolt T-shirt product page @Regression","chromium","Tue Mar 03 08:43:45 UTC 2026","passed","Tue Mar 03 08:43:46 UTC 2026","Sauce Labs Bolt T-shirt","sauceLabsBoltTshirt.spec.ts","",""
"","474","should show error for locked_out_user","chromium","Tue Mar 03 08:43:31 UTC 2026","passed","Tue Mar 03 08:43:32 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","602","Verify that the user can remove the Sauce Labs Bolt T-shirt from the cart @Regression","chromium","Tue Mar 03 08:43:45 UTC 2026","passed","Tue Mar 03 08:43:45 UTC 2026","Sauce Labs Bolt T-shirt","sauceLabsBoltTshirt.spec.ts","",""
