"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","465","login with invalid password @Regression,@Smoke","chromium","Mon Feb 23 06:09:33 UTC 2026","passed","Mon Feb 23 06:09:34 UTC 2026","Login tests","login.spec.ts","",""
"","428","should show error when credentials are empty","chromium","Mon Feb 23 06:09:30 UTC 2026","passed","Mon Feb 23 06:09:31 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","1396","Verify user can log out successfully @Regression,@Smoke","chromium","Mon Feb 23 06:09:34 UTC 2026","passed","Mon Feb 23 06:09:36 UTC 2026","Logout tests","logout.spec.ts","",""
"","447","login with invalid email and password @Regression,@Smoke","chromium","Mon Feb 23 06:09:34 UTC 2026","passed","Mon Feb 23 06:09:34 UTC 2026","Login tests","login.spec.ts","",""
"","461","should show error for invalid password","chromium","Mon Feb 23 06:09:29 UTC 2026","passed","Mon Feb 23 06:09:30 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","450","should show error when username is missing","chromium","Mon Feb 23 06:09:31 UTC 2026","passed","Mon Feb 23 06:09:31 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","444","login with locked out user @Regression,@Smoke","chromium","Mon Feb 23 06:09:32 UTC 2026","passed","Mon Feb 23 06:09:33 UTC 2026","Login tests","login.spec.ts","",""
"","459","should show error for invalid credentials","chromium","Mon Feb 23 06:09:30 UTC 2026","passed","Mon Feb 23 06:09:30 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","426","login with empty credentials @Regression,@Smoke,@Sanity","chromium","Mon Feb 23 06:09:32 UTC 2026","passed","Mon Feb 23 06:09:32 UTC 2026","Login tests","login.spec.ts","",""
"","511","should show error for locked_out_user","chromium","Mon Feb 23 06:09:29 UTC 2026","passed","Mon Feb 23 06:09:29 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","616","Verify if all elements on home page are visible @Regression,@Smoke","chromium","Mon Feb 23 06:09:26 UTC 2026","passed","Mon Feb 23 06:09:26 UTC 2026","Home tests","home.spec.ts","",""
"","965","Verifi removing item from cart and cart badge update @Regression,@Smoke","chromium","Mon Feb 23 06:09:27 UTC 2026","passed","Mon Feb 23 06:09:28 UTC 2026","Home tests","home.spec.ts","",""
"","503","login with invalid email @Regression,@Smoke","chromium","Mon Feb 23 06:09:33 UTC 2026","passed","Mon Feb 23 06:09:33 UTC 2026","Login tests","login.spec.ts","",""
"","754","Verify adding item to cart and cart badge update @Regression,@Smoke","chromium","Mon Feb 23 06:09:26 UTC 2026","passed","Mon Feb 23 06:09:27 UTC 2026","Home tests","home.spec.ts","",""
"","777","Verify home title and filter dropdown @Regression,@Smoke","chromium","Mon Feb 23 06:09:23 UTC 2026","passed","Mon Feb 23 06:09:24 UTC 2026","Home tests","home.spec.ts","",""
"","543","login with valid credentials @Regression,@Smoke,@Sanity","chromium","Mon Feb 23 06:09:31 UTC 2026","passed","Mon Feb 23 06:09:32 UTC 2026","Login tests","login.spec.ts","",""
"","554","should successfully login with valid credentials","chromium","Mon Feb 23 06:09:28 UTC 2026","passed","Mon Feb 23 06:09:29 UTC 2026","","login_analysis.spec.ts","",""
"","463","should show error when password is missing","chromium","Mon Feb 23 06:09:31 UTC 2026","passed","Mon Feb 23 06:09:31 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
