"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","743","Verify home title and filter dropdown @Regression,@Smoke","chromium","Fri Mar 06 08:40:36 UTC 2026","passed","Fri Mar 06 08:40:37 UTC 2026","Home tests","home.spec.ts","",""
"","1421","Verify user can log out successfully @Regression,@Smoke","chromium","Fri Mar 06 08:40:47 UTC 2026","passed","Fri Mar 06 08:40:48 UTC 2026","Logout tests","logout.spec.ts","",""
"","466","should show error when username is missing","chromium","Fri Mar 06 08:40:43 UTC 2026","passed","Fri Mar 06 08:40:44 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","599","Verify that the Sauce Labs Onesie product page displays correct information @Regression","chromium","Fri Mar 06 08:40:59 UTC 2026","passed","Fri Mar 06 08:40:59 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","648","Verify that the Sauce Labs Bike Light product page displays correct information @Regression","chromium","Fri Mar 06 08:40:51 UTC 2026","passed","Fri Mar 06 08:40:51 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","664","Verify that the user can navigate back to products page from the Sauce Labs Bike Light product page @Regression","chromium","Fri Mar 06 08:40:53 UTC 2026","passed","Fri Mar 06 08:40:53 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","515","should show error for locked_out_user","chromium","Fri Mar 06 08:40:41 UTC 2026","passed","Fri Mar 06 08:40:41 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","673","Verify that the user can remove the Sauce Labs Bike Light from the cart @Regression","chromium","Fri Mar 06 08:40:52 UTC 2026","passed","Fri Mar 06 08:40:53 UTC 2026","Sauce Labs Bike Light tests","SauceLabsBikeLight.spec.ts","",""
"","671","Verify that the user can navigate back to the home page from the Sauce Labs Backpack product page @Regression","chromium","Fri Mar 06 08:40:50 UTC 2026","passed","Fri Mar 06 08:40:51 UTC 2026","Sauce Labs Backpack tests","sauceLabsBackpack.spec.ts","",""
"","637","Verify that the user can remove the Sauce Labs Onesie from the cart @Regression","chromium","Fri Mar 06 08:41:00 UTC 2026","passed","Fri Mar 06 08:41:00 UTC 2026","Sauce Labs Onesie","sauceLabsOnesie.spec.ts","",""
"","676","Verify that the user can remove the Sauce Labs Red T-Shirt from the cart @Regression","chromium","Fri Mar 06 08:41:02 UTC 2026","passed","Fri Mar 06 08:41:03 UTC 2026","Sauce Labs Red T-Shirt","sauceLabsRedTshirt.spec.ts","",""
"","563","login with valid credentials @Regression,@Smoke,@Sanity","chromium","Fri Mar 06 08:40:44 UTC 2026","passed","Fri Mar 06 08:40:44 UTC 2026","Login tests","login.spec.ts","",""
"","643","Verify that the user can add the Sauce Labs Red T-Shirt to the cart @Regression","chromium","Fri Mar 06 08:41:02 UTC 2026","passed","Fri Mar 06 08:41:02 UTC 2026","Sauce Labs Red T-Shirt","sauceLabsRedTshirt.spec.ts","",""
"","615","Verify that the Sauce Labs Fleece Jacket product page displays correct information @Regression","chromium","Fri Mar 06 08:40:56 UTC 2026","passed","Fri Mar 06 08:40:57 UTC 2026","Sauce Labs Fleece Jacket","sauceLabsFleeceJacket.spec.ts","",""
"","900","Verify adding item to cart and cart badge update @Regression,@Smoke","chromium","Fri Mar 06 08:40:38 UTC 2026","passed","Fri Mar 06 08:40:39 UTC 2026","Home tests","home.spec.ts","",""
