"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","799","Verify if all elements on home page are visible @Regression,@Smoke","chromium","Tue Feb 24 06:02:40 UTC 2026","passed","Tue Feb 24 06:02:41 UTC 2026","Home tests","home.spec.ts","",""
"","871","Verify adding item to cart and cart badge update @Regression,@Smoke","chromium","Tue Feb 24 06:02:41 UTC 2026","passed","Tue Feb 24 06:02:42 UTC 2026","Home tests","home.spec.ts","",""
"","1075","Verifi removing item from cart and cart badge update @Regression,@Smoke","chromium","Tue Feb 24 06:02:42 UTC 2026","passed","Tue Feb 24 06:02:43 UTC 2026","Home tests","home.spec.ts","",""
"","557","login with empty credentials @Regression,@Smoke,@Sanity","chromium","Tue Feb 24 06:02:48 UTC 2026","passed","Tue Feb 24 06:02:48 UTC 2026","Login tests","login.spec.ts","",""
"","602","should show error for locked_out_user","chromium","Tue Feb 24 06:02:43 UTC 2026","passed","Tue Feb 24 06:02:44 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","673","login with valid credentials @Regression,@Smoke,@Sanity","chromium","Tue Feb 24 06:02:47 UTC 2026","passed","Tue Feb 24 06:02:48 UTC 2026","Login tests","login.spec.ts","",""
"","566","should show error for invalid credentials","chromium","Tue Feb 24 06:02:45 UTC 2026","passed","Tue Feb 24 06:02:45 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","866","Verify home title and filter dropdown @Regression,@Smoke","chromium","Tue Feb 24 06:02:38 UTC 2026","passed","Tue Feb 24 06:02:39 UTC 2026","Home tests","home.spec.ts","",""
"","589","login with invalid password @Regression,@Smoke","chromium","Tue Feb 24 06:02:49 UTC 2026","passed","Tue Feb 24 06:02:50 UTC 2026","Login tests","login.spec.ts","",""
"","608","login with invalid email and password @Regression,@Smoke","chromium","Tue Feb 24 06:02:50 UTC 2026","passed","Tue Feb 24 06:02:51 UTC 2026","Login tests","login.spec.ts","",""
"","565","login with invalid email @Regression,@Smoke","chromium","Tue Feb 24 06:02:49 UTC 2026","passed","Tue Feb 24 06:02:49 UTC 2026","Login tests","login.spec.ts","",""
"","559","login with locked out user @Regression,@Smoke","chromium","Tue Feb 24 06:02:48 UTC 2026","passed","Tue Feb 24 06:02:49 UTC 2026","Login tests","login.spec.ts","",""
"","675","should successfully login with valid credentials","chromium","Tue Feb 24 06:02:43 UTC 2026","passed","Tue Feb 24 06:02:43 UTC 2026","","login_analysis.spec.ts","",""
"","561","should show error when credentials are empty","chromium","Tue Feb 24 06:02:45 UTC 2026","passed","Tue Feb 24 06:02:46 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","578","should show error for invalid password","chromium","Tue Feb 24 06:02:44 UTC 2026","passed","Tue Feb 24 06:02:45 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","596","should show error when username is missing","chromium","Tue Feb 24 06:02:46 UTC 2026","passed","Tue Feb 24 06:02:47 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
"","1528","Verify user can log out successfully @Regression,@Smoke","chromium","Tue Feb 24 06:02:51 UTC 2026","passed","Tue Feb 24 06:02:52 UTC 2026","Logout tests","logout.spec.ts","",""
"","587","should show error when password is missing","chromium","Tue Feb 24 06:02:46 UTC 2026","passed","Tue Feb 24 06:02:46 UTC 2026","Login - Negative Tests","login_negative.spec.ts","",""
